playerid,Player,Team,Position,Status,Salary,ADP,Age,%D,POINTS_steamer,POINTS_fangraphsdc,POINTS_zipsdc,POINTS_atc,POINTS_thebat,POINTS_zips,MEAN,STD,Rank,Rank_round,ADP_round,Keper_Value,Draft_Value
11739,J.T. Realmuto,PHI,C,FA,7,45.11,31,100%,46.200829335494625,48.10997703325335,48.435913474049116,52.18375912192685,53.88568623399143,56.347298923959826,50.8605773537792,3.5628700033408047,117,10.0,4.0,-3.0,-6.0
12546,C.J. Cron,COL,"1B,INF",FA,3,133.79,33,100%,49.8510439840977,50.08757215289342,50.02406167986596,49.636606057316804,51.0562079359982,54.258646527054786,50.81902305620448,1.601527590851253,118,10.0,12.0,-7.0,2.0
17901,Andrew Benintendi,CHW,OF,FA,30,210.48,28,98%,47.4654667715682,50.812797284145695,52.66851055775855,47.52990100219665,43.277405046446496,61.91274604266234,50.61113778412965,5.8476875857943815,119,10.0,18.0,20.0,8.0
2520,Lance Lynn,CHW,SP,FA,6,118.59,35,100%,53.272487960664876,50.40665614557024,48.21693210372782,52.502730795681586,49.89344814208774,48.98835251914653,50.546767944479804,1.8054820245146823,120,10.0,10.0,-4.0,0.0
3473,Anthony Rizzo,NYY,"1B,INF",FA,30,143.92,33,100%,51.742797994337145,49.620744382313205,47.17110629945812,50.041766792770446,51.98530942085302,52.457061452804986,50.50313105708948,1.8094807276442804,121,11.0,12.0,19.0,1.0
17295,Framber Valdez,HOU,SP,Patron#5,12,53.6,29,100%,48.32784003433603,49.07590163190156,48.98056944817138,51.62442662105592,48.10483748988967,56.61045797589225,50.454005533541135,2.9827600944354,122,11.0,5.0,1.0,-6.0
17995,Logan Webb,SF,SP,Tomy,20,82.5,26,100%,45.9470868672588,49.30486971681546,52.91125071271577,51.117664506966335,47.27249095442423,56.13769388797945,50.44850944102668,3.428738669410476,123,11.0,7.0,9.0,-4.0
19918,Daulton Varsho,TOR,"C,OF",FA,13,73.29,26,100%,43.58231373484234,50.15360325701878,54.52410130249284,46.17907596063971,48.57378321120231,59.26424993876927,50.379521234160876,5.216535362382132,124,11.0,7.0,2.0,-4.0
14551,Anthony Santander,BAL,OF,FA,27,104.02,28,100%,48.19896230578646,50.40751805149932,52.11632512162894,47.2101838227265,47.52420275652852,56.21630400120554,50.27891600989588,3.161670356115,125,11.0,9.0,16.0,-2.0
16997,Gleyber Torres,NYY,"2B,INF",FA,11,119.32,26,100%,52.47665079369976,50.721612436978766,48.27634113379306,48.16520216259523,46.567165842853576,55.45294020798232,50.276652096317115,3.001435645993893,126,11.0,10.0,0.0,-1.0
12304,Chris Bassitt,TOR,SP,FA,19,115.87,34,100%,46.27125036522891,49.24123126968623,51.86083877304333,51.28149382777128,47.506918770138036,55.404991562713015,50.261120761430135,3.016745892905538,127,11.0,10.0,8.0,-1.0
15890,Luis Severino,NYY,SP,uu,18,102.74,29,100%,50.401246902807046,49.95251393190961,48.67927671103238,53.82735234316488,49.552737700285924,48.30835527150586,50.120247143450946,1.8042144720794215,128,11.0,9.0,7.0,-2.0
13301,Max Muncy,LAD,"2B,3B,INF",FA,2,120.45,32,100%,46.83305378309085,48.08030340285116,48.10387015506581,52.8416121442664,50.269171314597656,54.39047738785735,50.08641469795487,2.7291265764876016,129,11.0,10.0,-9.0,-1.0
21479,Nico Hoerner,CHC,"SS,INF",FA,30,195.55,25,99%,51.84024317043236,50.49828712517909,47.85430668882954,50.56762925500652,51.94730525527424,47.79465573852709,50.08373787220814,1.6918656676167474,130,11.0,17.0,19.0,6.0
21390,Joe Ryan,MIN,SP,FA,30,138.63,26,100%,47.02722025287719,47.69419286313684,48.20307008956208,51.5579003374162,51.760094217921576,54.22154518042417,50.077337156889676,2.604280633014595,131,11.0,12.0,19.0,1.0
4676,Charlie Morton,ATL,SP,FA,2,132.3,39,100%,48.464504658720884,48.15616648071413,47.93421469971777,51.62180448118983,48.88812922369574,54.95828300793065,50.003850425328174,2.532321883413309,132,11.0,11.0,-9.0,0.0
12861,Anthony Rendon,LAA,"3B,INF",FA,3,219.55,32,98%,50.90987246457999,53.286298801063325,55.45858385456184,47.10472283244818,47.487755787474285,45.75635885905452,50.00059876653035,3.514879188328455,133,12.0,19.0,-9.0,7.0
15423,Andrew Heaney,TEX,SP,FA,16,203.9,31,99%,52.80847308239626,49.22322703757767,46.46802990942261,52.31034509696131,53.29685383912082,45.45004482467061,49.926162298358214,3.1048894176339323,134,12.0,17.0,4.0,5.0
18373,Ryan Mountcastle,BAL,"1B,INF",FA,8,151.08,26,100%,45.46935384806405,48.86337025368505,51.977741609036386,46.68816618600452,47.69036772050715,58.64847870365689,49.88957972015901,4.411269963453057,135,12.0,13.0,-4.0,1.0
21132,Alexis Diaz,CIN,RP,FA,30,252.4,26,99%,45.82770300876109,48.87631476840939,51.53210938300248,49.15392457614192,51.977171222896196,51.64147886486347,49.83478363734576,2.166941534999929,136,12.0,21.0,18.0,9.0
18036,Jake Cronenworth,SD,"1B,2B,INF",FA,5,129.01,29,100%,45.699093536723986,48.017238905077214,49.944020624289614,48.78190558069029,48.166179457916215,58.13554138580009,49.79066324841623,3.941298978710357,137,12.0,11.0,-7.0,-1.0
17085,Pablo Lopez,MIN,SP,FA,20,131.54,26,100%,47.8373064394478,48.12175630230505,47.414211888370524,50.83745941519424,50.54783879076271,53.67464277649823,49.738869268763096,2.197979093693553,138,12.0,11.0,8.0,-1.0
11579,Bryce Harper,PHI,UT,FA,1,179.14,30,100%,44.99516838344126,44.92275951857828,46.20696955190306,46.889703958951515,46.852439822596736,68.5636348792093,49.738446019113354,8.45569772351668,139,12.0,15.0,-11.0,3.0
16511,Jordan Montgomery,STL,SP,FA,22,142.83,30,100%,48.59965724728393,49.053122757659786,48.8859308879527,51.82577039937774,46.174066621759025,53.83547035047386,49.729003044084514,2.4610325339247936,140,12.0,12.0,10.0,0.0
22182,Hunter Greene,CIN,SP,DN,30,91.35,23,100%,50.94883033329401,48.35671370261363,46.01870738728561,55.579373928028,46.271206007931234,50.96399932102598,49.68980511336307,3.2872644978619605,141,12.0,8.0,18.0,-4.0
13543,Blake Snell,SD,SP,FA,4,99.82,30,100%,52.00002089171632,50.19969537428906,49.331455070667246,49.15796986199066,45.16470711467849,52.05100648273037,49.650809132678695,2.3112409435115837,142,12.0,9.0,-8.0,-3.0
20454,Jazz Chisholm Jr.,MIA,"2B,INF",uu,15,51.82,25,100%,51.15548415109686,49.996954763431305,49.14385799223648,48.685663558725125,50.638057858559726,48.13143534332241,49.62524227789532,1.068613113698792,143,12.0,5.0,3.0,-7.0
13066,Teoscar Hernandez,SEA,OF,Pinstrip,20,72.1,30,100%,45.96389044405445,48.286535529189266,49.141966070438485,51.00926526794233,47.39653208769587,55.52112675532685,49.55321935910788,3.0834014664005536,144,12.0,6.0,8.0,-6.0
11861,Jason Adam,TB,RP,FA,30,351.22,31,65%,46.96920935380402,48.92943869053633,50.21271059095023,50.28566580865178,49.57660318497977,49.94130324995814,49.319155146480036,1.1445563982151765,145,13.0,30.0,17.0,17.0
14161,Byron Buxton,MIN,OF,FA,16,93.69,29,100%,47.92284444232873,51.76810050135924,55.7406389866955,47.47309514909664,46.32140775978677,45.53246702081368,49.12642564334677,3.5518313948586298,146,13.0,8.0,3.0,-5.0
5235,Justin Turner,BOS,"3B,INF",FA,6,254.33,38,97%,46.660269643805854,50.96922024448631,53.425004018785614,46.061997699276525,42.55946046452706,54.89759908587829,49.095591859459944,4.354539437194415,147,13.0,22.0,-7.0,9.0
14986,Giovanny Gallegos,STL,RP,FA,5,366.67,31,61%,45.09553042588066,47.44084673663441,49.58305382718377,50.97654756310916,50.85249451848264,50.36985897069677,49.053055340331234,2.129706314428285,148,13.0,31.0,-8.0,18.0
18839,Josh Naylor,CLE,"1B,INF",sfernand,30,247.16,25,96%,49.79577350575014,49.20405476930516,47.55979510784894,48.41851866968497,47.998275975877135,51.33941778671831,49.05263930253077,1.2614083210512606,149,13.0,21.0,17.0,8.0
15518,Amed Rosario,CLE,"SS,INF",FA,30,150.96,27,100%,48.97844120349163,47.19373970400199,45.57246701016903,49.04556495634389,48.67660894412341,54.82485123362052,49.048612175291744,2.8586825172779586,150,13.0,13.0,17.0,0.0
18655,A.J. Minter,ATL,RP,FA,30,367.4,29,35%,46.59259222019978,47.456018883097855,48.64030587407286,50.97524806793133,49.968944602470685,49.98734251233661,48.93674202668486,1.5329798951651086,151,13.0,31.0,17.0,18.0
26378,Nick Lodolo,CIN,SP,DN,30,100.31,25,100%,52.65959475270317,49.5622060872436,47.29887223899288,49.49826015690335,46.14743186878429,47.43757504728982,48.76732335865285,2.125413467276433,152,13.0,9.0,17.0,-4.0
15474,Lucas Giolito,CHW,SP,FA,12,107.52,28,100%,45.377530801965584,47.8238446212969,50.10111865279602,49.27122382493367,45.25734367021454,54.61861075945326,48.74161205510999,3.187667028435466,153,13.0,9.0,-1.0,-4.0
13649,Clay Holmes,NYY,RP,Pinstrip,25,211.74,29,100%,48.52487361147175,48.31106339364594,47.58593442274085,49.76461201777735,46.946240250485204,49.626116688887336,48.45980673083474,1.0119033497730043,154,13.0,18.0,12.0,5.0
17677,Jeffrey Springs,TB,"SP,RP",FA,30,157.22,30,100%,46.54313488539506,47.410487850254995,48.19154844606371,49.73377637785505,47.92567169524782,50.4761110775153,48.38012172205532,1.3405438881326561,155,13.0,14.0,17.0,1.0
15711,Tyler O'Neill,STL,OF,FA,20,117.08,27,100%,46.090570588868104,48.13253216654027,49.95272488354635,49.913472617215746,46.465882555312646,49.66566651182061,48.37014155388396,1.6043654000956198,156,13.0,10.0,7.0,-3.0
20538,Jose Miranda,MIN,"1B,3B,INF",uu,30,199.23,24,100%,44.64777434917646,48.121249531677925,51.17245907721229,44.782392655521214,42.35098832606322,59.114656830363174,48.36492012833571,5.572515007179245,157,14.0,17.0,16.0,3.0
9132,Nathan Eovaldi,TEX,SP,FA,5,209.89,33,98%,47.09065801764669,47.16182517839294,46.94585593158492,50.08032382612841,50.068722080244314,48.72275162566717,48.34502277661074,1.3574573946900566,158,14.0,18.0,-9.0,4.0
10603,Chris Sale,BOS,SP,FA,8,148.24,33,100%,54.187449143971726,50.28481530751294,46.290541402484,50.88324966622829,45.516860209734865,42.89407598202767,48.34283195199325,3.7919108209575207,159,14.0,13.0,-6.0,-1.0
17919,Ian Happ,CHC,OF,FA,13,140.61,28,100%,48.63273501924722,47.37200216352067,46.08186475059077,47.69127344497402,48.151367360634694,51.81339073325861,48.290438912037665,1.7620074820415932,160,14.0,12.0,-1.0,-2.0
15009,Kyle Finnegan,WSH,RP,FA,22,364.09,31,62%,47.162677504678896,48.045231131849114,48.4824483505423,46.21300298575302,48.20785370288003,49.64187065380208,47.958847388250895,1.0691157356449994,161,14.0,31.0,8.0,17.0
25385,Drew Rasmussen,TB,SP,FA,25,169.38,27,100%,45.90442891796563,45.91090490078381,46.71551811422295,49.75598483606238,48.18297387476091,49.9370559251395,47.734477761489195,1.675896063498495,162,14.0,15.0,11.0,1.0
21622,Jake McCarthy,ARI,OF,FA,30,135.0,25,100%,46.20993876201855,47.4941375748747,46.60680356621683,49.104672393286556,47.26662271924624,49.53215706163474,47.70238867954627,1.223071675301071,163,14.0,12.0,16.0,-2.0
16505,Matt Chapman,TOR,"3B,INF",FA,6,113.21,29,100%,40.53462218708499,47.27369602830044,50.44838465243025,45.556911118121015,45.67429609908076,56.272508008942474,47.62673634899332,4.851631803041087,164,14.0,10.0,-8.0,-4.0
15112,Ryan McMahon,COL,"3B,INF",FA,10,201.99,28,98%,44.35641888341526,46.05881329646107,46.658847085563984,46.441002472516004,48.15170391196516,53.1821602940953,47.47482432400279,2.7837623236781353,165,14.0,17.0,-4.0,3.0
17734,Evan Phillips,LAD,RP,FA,30,335.29,28,81%,45.68721459159325,46.89627672786346,47.62697576258296,48.659302723677015,48.26446244782832,47.36532458485846,47.41659280640058,0.9636370441871569,166,14.0,28.0,16.0,14.0
13449,Taylor Rogers,SF,RP,FA,30,379.86,32,57%,45.55591674292868,47.37474852834635,47.927242078062875,49.16574819682653,48.338110578020846,46.0514945580466,47.402210113705316,1.258015677914007,167,14.0,32.0,16.0,18.0
11737,Nick Castellanos,PHI,OF,FA,4,139.19,31,100%,43.03733313682812,46.35964687024971,47.643225048101435,47.87947840006173,46.45025144470297,52.79549092060507,47.36090430342484,2.898517681661475,168,14.0,12.0,-10.0,-2.0
25878,Corbin Carroll,ARI,OF,whitesky,30,74.45,22,100%,41.03636838329164,44.262020218563336,47.008826149063765,47.54245019964927,45.62375708950555,57.88974515232638,47.227194532066655,5.220578757223866,169,15.0,7.0,15.0,-8.0
21618,Alec Bohm,PHI,"3B,INF",Freeman,25,181.45,26,100%,44.44001073210595,46.745449880841065,46.714892142974755,47.52246133452264,46.067092278858716,51.68084082770042,47.19512453283392,2.2182853484037137,170,15.0,16.0,10.0,1.0
4949,Giancarlo Stanton,NYY,OF,FA,3,113.29,33,100%,49.91176643978746,47.05674742889261,44.912745393472385,45.45659799889705,44.82253031986758,50.92535519297865,47.18095712898262,2.4212132049794253,171,15.0,10.0,-12.0,-5.0
18882,Brandon Lowe,TB,"2B,INF",FA,2,142.64,28,100%,44.76145350458853,47.858251766681704,49.80723910052104,45.1561777701415,44.49746234297405,50.46869938923611,47.09154731235716,2.4246045383823844,172,15.0,12.0,-13.0,-3.0
13590,Jesse Winker,MIL,OF,FA,20,224.34,29,98%,43.88505196534747,44.12928143580602,44.70791423538461,48.455593637961854,48.304940019936545,51.343070840633274,46.80430868917829,2.758372061326072,173,15.0,19.0,5.0,4.0
16426,Thairo Estrada,SF,"2B,SS,INF",FA,30,206.57,27,99%,44.667852468668386,47.4172308018054,47.86425917670809,44.6152061790995,45.720607046198744,50.078568087248605,46.72728729328813,1.9457378042895788,174,15.0,18.0,15.0,3.0
25007,Alex Vesia,LAD,RP,FA,21,540.03,26,19%,43.78964283942476,45.79061036885977,46.89804957586687,46.97980746752149,48.653296797383994,48.222755571112494,46.72236043669489,1.609649916905763,175,15.0,45.0,6.0,30.0
9874,DJ LeMahieu,NYY,"1B,2B,3B,INF",Champs,11,223.55,34,99%,46.967077127454665,44.95673642660358,44.49425553326809,44.34301475238293,44.02347252882083,55.00457412923502,46.631521749627524,3.865070101469379,176,15.0,19.0,-4.0,4.0
14524,Jose Leclerc,TEX,RP,uu,30,304.91,29,86%,46.08227233396078,46.714505017364615,47.04707515257713,45.0555662322525,47.272464576678125,47.56069101795813,46.62209572179855,0.8404871309282695,177,15.0,26.0,15.0,11.0
6184,J.D. Martinez,LAD,UT,FA,2,177.63,35,100%,42.23950822544653,44.02056044993499,45.1434702618948,47.31942426611105,48.72693466686722,52.1144625456687,46.59406006932054,3.2465207943552934,178,15.0,15.0,-13.0,0.0
21523,Jonathan India,CIN,"2B,INF",FA,20,177.52,26,100%,46.67444075418198,45.4756755024533,45.33411583991869,45.75533211004317,47.39970533509622,48.85530300760183,46.58242875821586,1.245635135221381,179,15.0,15.0,5.0,0.0
14168,Jose Berrios,TOR,SP,FA,3,171.89,28,100%,46.174966075332165,44.44643234015465,44.01362091841985,46.64646253073964,48.06792144233125,50.05593550331182,46.56755646838156,2.065671444127072,180,15.0,15.0,-12.0,0.0
21711,Oneil Cruz,PIT,"SS,INF",sfernand,30,78.81,24,100%,46.6766275570165,45.21629895635105,43.533296503955604,46.61927914728537,45.80813220082004,51.21788194969192,46.51191938585341,2.3533975979421196,181,16.0,7.0,14.0,-9.0
20191,Garrett Whitlock,BOS,"SP,RP",FA,18,273.39,26,98%,42.09298816498188,48.24566552395295,53.60008375204505,44.97195885369799,44.43740276407349,44.13411793255146,46.24703616521714,3.7568373572024587,182,16.0,23.0,2.0,7.0
18679,Freddy Peralta,MIL,SP,FA,15,127.52,26,100%,42.51292218160398,44.952449004912744,47.06548421991183,48.219246751646466,45.875331787690186,48.571188952875154,46.199437149773395,2.069834586817736,183,16.0,11.0,-1.0,-5.0
9803,Miles Mikolas,STL,SP,FA,30,190.26,34,100%,45.1615523857919,45.245861696069944,46.01261456991687,48.51654861558584,41.85556896127358,48.95079673909719,45.95715716128922,2.36211035666766,184,16.0,16.0,14.0,0.0
14916,Jon Gray,TEX,SP,FA,25,171.64,31,99%,46.08043574984019,45.541602006351425,45.32730100684146,46.376533881994796,44.82906685820005,47.079419455893046,45.872393159853495,0.7359155386923218,185,16.0,15.0,9.0,-1.0
7115,Daniel Bard,COL,RP,La Maqui,30,223.39,37,99%,45.85091742897162,46.29586734911616,46.98195001866712,46.027652990058634,43.11497774576933,46.70123630544939,45.82876697300537,1.2723937345649652,186,16.0,19.0,14.0,3.0
19352,Sean Murphy,ATL,C,FA,30,144.54,28,100%,43.82517806296413,45.73220986315214,47.55389382374064,44.85779104320444,44.04592426836379,48.79541367266307,45.80173512234803,1.8219808418160284,187,16.0,12.0,14.0,-4.0
11804,Hector Neris,HOU,RP,FA,21,575.85,33,18%,42.868499124045606,44.7532564025954,45.7278580390928,46.69480808702909,47.21534663012783,46.571671500485884,45.63857329722944,1.4684224542819864,188,16.0,48.0,5.0,32.0
13774,Zach Eflin,TB,SP,FA,30,286.58,28,93%,43.322351120278064,44.776401942039314,46.94273729333678,47.2665403765204,47.008910807665096,44.28160483771088,45.59975772959175,1.5367440451377778,189,16.0,24.0,14.0,8.0
25377,Brady Singer,KC,SP,FA,30,151.51,26,100%,46.36763480251471,45.21051967694243,43.68081519842546,47.60871514939247,43.167750328216634,47.531969887428126,45.59456750715331,1.7372072418119118,190,16.0,13.0,14.0,-3.0
14274,Mitch Haniger,SF,OF,FA,30,159.96,32,100%,44.68687659010537,45.807856390497584,45.729001555185285,45.79069371189185,44.14618084721217,47.30992914872134,45.57842304060227,0.9970505307624484,191,16.0,14.0,14.0,-2.0
15672,Austin Meadows,DET,OF,FA,8,260.76,27,96%,43.34065620934085,46.658937808462895,50.05093392873613,39.95542331135771,40.53358154198276,52.75095509990294,45.54841464996389,4.737911477663552,192,16.0,22.0,-8.0,6.0
23735,Luis Garcia,HOU,SP,FA,20,125.77,26,100%,43.44641633945682,43.04858516417707,43.02882853536847,48.18772548040294,47.94468995268604,47.61401375163211,45.5450432039539,2.380146598400968,193,17.0,11.0,3.0,-6.0
6398,Trevor May,OAK,RP,FA,30,367.0,33,37%,45.89438505520096,45.936454487528934,45.403283782717054,44.769370812042766,47.47079980979356,43.547316560412085,45.50360175128256,1.196254696840657,194,17.0,31.0,13.0,14.0
15761,Joe Jimenez,ATL,RP,FA,30,652.48,28,15%,43.690879598317636,45.28738930968827,46.40262183792006,45.22297231925179,46.52485434039986,45.873533386202936,45.50037513196343,0.9486343883806372,195,17.0,55.0,13.0,38.0
15464,Hunter Renfroe,LAA,OF,FA,9,148.73,31,100%,44.36279986615462,45.73149957632714,46.562562981649066,43.88274394487054,40.81369961512636,51.110762930206164,45.41067815238898,3.1221140016971423,196,17.0,13.0,-8.0,-4.0
11847,Chris Martin,BOS,RP,FA,30,654.24,36,14%,45.42730970719896,44.54753206721661,43.91577876650334,48.24215696006816,48.599773547439824,41.14264431179092,45.31253256003631,2.5601413094025545,197,17.0,55.0,13.0,38.0
19287,Adolis Garcia,TEX,OF,La Maqui,20,60.35,30,100%,39.96476836076049,45.92578068550871,47.90580653922475,43.62344808857217,39.54228295303773,54.72180211867962,45.280648124297244,5.170054253876409,198,17.0,5.0,3.0,-12.0
19853,Michael King,NYY,RP,FA,24,560.24,27,19%,45.29217257256728,46.117275153190256,47.0210546432222,44.66152885053373,45.98578837475865,42.1787035290633,45.2094205205559,1.538464815985819,199,17.0,47.0,7.0,30.0
19249,Seranthony Dominguez,PHI,RP,FA,30,350.49,28,75%,44.30812933419469,44.73895729423709,44.84853359109217,46.44773087704227,45.759114261761724,45.09854244905815,45.20016796789768,0.7084321729760744,200,17.0,30.0,13.0,13.0
7304,Salvador Perez,KC,C,FA,14,99.26,32,100%,43.584336728087976,45.47363832676478,47.43726039065102,43.57954875783106,39.65408344855992,50.5436354511499,45.04541718384078,3.4030549308407103,201,17.0,9.0,-3.0,-8.0
19665,Kyle Wright,ATL,SP,FA,30,89.84,27,100%,43.005568722638614,43.535488955051086,44.18277512811195,46.28434230109017,44.237711069823426,48.670277234103736,44.9860272351365,1.9360952248361087,202,17.0,8.0,13.0,-9.0
14542,Carlos Estevez,LAA,RP,FA,30,357.35,30,51%,43.50971966182281,43.821259935004704,43.81362604438049,45.279836515199285,47.013957781183336,46.14674209867267,44.93085700604389,1.3189967228018176,203,17.0,30.0,13.0,13.0
16358,Tyler Mahle,MIN,SP,FA,6,217.42,28,99%,41.8318665734048,43.717240929127485,45.603341532150935,44.16598178328525,44.337715510805815,49.46594197904399,44.85368138463638,2.345099547085682,204,17.0,19.0,-11.0,2.0
13781,Alex Wood,SF,SP,FA,10,323.17,32,86%,46.457313106965856,45.34905185345073,44.12715584155996,46.274461781519356,40.36270781891681,46.50062587584395,44.84521937970945,2.169651392700787,205,18.0,27.0,-8.0,9.0
16622,Luis Urias,MIL,"2B,3B,SS,INF",FA,21,258.63,25,98%,41.09650797958138,44.45611987309143,45.360645572603715,43.112883522860606,44.91183849671361,50.08675236454007,44.8374579682318,2.7370492618120474,206,18.0,22.0,3.0,4.0
sa3008130,Grayson Rodriguez,BAL,SP,uu,30,187.32,23,99%,43.79490690646931,43.638227233085,42.509904562777415,44.44161859826885,44.979788333240826,49.49624907140664,44.810115784208016,2.229326043158159,207,18.0,16.0,12.0,-2.0
14527,Jorge Lopez,MIN,RP,FA,30,348.71,30,75%,48.19527260862663,45.72708318254124,43.389878579223,45.109050244229955,45.664440927987336,40.43027476259227,44.75266671753341,2.3909422103596563,208,18.0,29.0,12.0,11.0
19238,Lourdes Gurriel Jr.,ARI,OF,FA,8,241.34,29,97%,43.374126478436935,44.962023957691116,44.152707025172305,44.67600897125217,42.817560583081956,48.377341785789866,44.72662813357073,1.7883357599660674,209,18.0,21.0,-10.0,3.0
11609,Willson Contreras,STL,C,FA,30,127.73,30,100%,41.12310886827623,41.70977615215638,41.804347793670004,47.82606785657269,50.02249916848006,45.653660007926554,44.689909974513654,3.3943714373906575,210,18.0,11.0,12.0,-7.0
6562,Alex Cobb,SF,SP,FA,24,200.04,35,99%,47.96613041649875,44.695814571000774,41.92893859704132,47.807986864808534,41.75547727446358,43.86340611734009,44.66962564019217,2.495681498825718,211,18.0,17.0,6.0,-1.0
7146,Daniel Hudson,LAD,RP,FA,17,373.65,35,33%,44.55631481093289,43.70422167367266,43.32767087920935,47.18585213152326,46.41082178147546,42.6755263477532,44.64340127076113,1.6371292040241745,212,18.0,32.0,-1.0,14.0
22514,Triston Casas,BOS,"1B,INF",Freeman,30,209.45,23,99%,46.044741210702966,46.460426744122294,48.27926296970192,42.75271847772943,37.761041982281945,46.5224554001455,44.63677446411401,3.487046439449974,213,18.0,18.0,12.0,0.0
5933,Jean Segura,MIA,"2B,INF",FA,19,274.17,32,93%,43.55250933199361,44.843590611658016,43.60585041982827,44.56227024115949,44.55536475185089,45.9308347203784,44.50840334614478,0.8030259112116006,214,18.0,23.0,1.0,5.0
7859,Charlie Blackmon,COL,OF,FA,9,294.68,36,92%,43.402140071624785,44.75534596197669,45.57320761232391,41.08117262767873,41.67264146027349,50.35484981114368,44.47322625750355,3.06538672891918,215,18.0,25.0,-9.0,7.0
18413,Jose Urquidy,HOU,SP,FA,19,240.67,27,97%,40.448739631700036,41.89475448273966,44.876007777724624,45.01887786064466,45.28170483794985,49.193368548456434,44.45224218986922,2.7759597978261796,216,18.0,20.0,1.0,2.0
17780,Jose Alvarado,PHI,RP,FA,30,559.64,27,17%,44.34032864226082,44.472017013784246,44.338826704469554,43.80172167210889,44.194853854516275,45.51606713867295,44.44396917096879,0.5238506978738373,217,19.0,47.0,11.0,28.0
19716,Dustin May,LAD,SP,Tomy,13,146.99,25,100%,44.50918544534788,44.25719116175395,43.634130393995676,46.58495401000865,43.46321488891525,43.948745156630814,44.3995701761087,1.0387566505630543,218,19.0,13.0,-6.0,-6.0
3548,Liam Hendriks,CHW,RP,FA,10,332.97,34,81%,44.15596187853088,43.658848730415855,43.50923667856444,40.75430124997023,41.14966513474832,52.96307352345275,44.365181199280414,4.053333387286459,219,19.0,28.0,-9.0,9.0
17968,Brock Burke,TEX,RP,FA,30,612.13,26,17%,44.941411106858105,44.22219331019065,43.509261476511526,45.176193546689305,47.88575616604513,40.37195700491409,44.35112876853481,2.2391192011038474,220,19.0,51.0,11.0,32.0
11674,Jameson Taillon,CHC,SP,FA,30,219.82,31,98%,42.99164193509975,43.58041545151447,43.59811061844826,44.84592809990464,41.94876248307647,47.553240616047425,44.0863498673485,1.7728650557034584,221,19.0,19.0,11.0,0.0
16376,Michael Conforto,SF,OF,FA,30,228.07,30,98%,41.17050981494009,44.30613133920737,45.177901338462604,43.478980858500115,44.3421822195618,45.993346854386786,44.078175404176456,1.5172615465329606,222,19.0,19.0,11.0,0.0
15514,Kendall Graveman,CHW,RP,FA,24,305.01,32,77%,42.394025100934485,43.40513935176661,43.59971699436186,44.427997563639764,43.40567609363727,47.04040191679811,44.04549283685635,1.4640850441169662,223,19.0,26.0,5.0,7.0
20151,James Karinchak,CLE,RP,FA,21,391.6,27,50%,41.5553256359568,43.59141940801782,44.701075662113446,44.04595520497609,45.09045037728374,45.08566301113696,44.0116482165808,1.2250116954951134,224,19.0,33.0,2.0,14.0
12880,Tyler Anderson,LAA,SP,FA,30,208.12,33,99%,40.68215676108493,42.16367136161659,43.11498558229369,44.73230313789186,47.23074549665063,45.879809090411996,43.967278571658284,2.2235362061651305,225,19.0,18.0,11.0,-1.0
4106,Michael Brantley,HOU,OF,FA,9,333.11,35,83%,45.13374221045444,44.747349433613145,45.52944145140919,41.97016766819174,39.16807237108087,47.20349242415608,43.95871092648425,2.6426934688374777,226,19.0,28.0,-10.0,9.0
20367,Brusdar Graterol,LAD,RP,FA,23,406.22,24,29%,42.97945718879966,44.10351477357021,44.61998363789142,45.84632061101879,46.618444078881765,39.441011213811066,43.93478858399549,2.3259627190308896,227,19.0,34.0,4.0,15.0
30115,Robert Suarez,SD,RP,FA,30,408.79,32,25%,42.426181440354966,43.1141919475549,43.64862242836635,46.05486266125508,45.11127579527948,42.61439598028559,43.828255042182725,1.3282408120226823,228,19.0,34.0,11.0,15.0
19343,A.J. Puk,MIA,RP,FA,30,403.96,27,40%,42.93530521959546,43.16630464703711,43.49895557359733,46.78940838732679,48.088385740436436,38.478316193243224,43.82611262687272,3.079040345591901,229,20.0,34.0,10.0,14.0
13431,Marcus Stroman,CHC,SP,FA,15,240.11,31,96%,41.59780949351943,41.97326515726669,43.081502778431044,45.280941832090896,43.167400616562844,47.54654759780398,43.77457791261248,2.0546270288992887,230,20.0,20.0,-5.0,0.0
6655,Craig Kimbrel,PHI,RP,FA,30,312.62,34,86%,42.940065251073506,42.61987683477845,42.120980824885336,45.325908683092024,46.40351160358223,42.81001681444912,43.7033933353101,1.5801910986084309,231,20.0,26.0,10.0,6.0
10078,Caleb Thielbar,MIN,RP,FA,30,839.81,36,7%,44.314364592512746,43.22052172252076,41.957019950572786,45.14097841573683,45.72789771592169,41.472877204985615,43.638943267041746,1.56906655164275,232,20.0,70.0,10.0,50.0
11445,Mark Canha,NYM,OF,FA,12,262.5,34,94%,39.741472749099465,43.148119912437075,45.022828256365024,40.98680037978225,40.75718461771728,50.659910295583735,43.386052701830806,3.687704178816497,233,20.0,22.0,-8.0,2.0
21454,Lars Nootbaar,STL,OF,FA,30,182.66,25,99%,41.210904754687824,43.015394624812956,42.94800301967845,45.35929400594974,40.98931318253691,46.46304871924451,43.33099305115173,2.006169658580799,234,20.0,16.0,10.0,-4.0
