playerid,Player,Team,Position,Status,Salary,ADP,Age,%D,POINTS_steamer,POINTS_fangraphsdc,POINTS_zipsdc,POINTS_atc,POINTS_thebat,POINTS_zips,MEAN,STD,Rank,Rank_round,ADP_round,Keper_Value,Draft_Value
14993,Scott Barlow,KC,RP,sfernand,7,248.53,30,99%,48.83104051273117,50.37863367889126,51.25089617963248,51.654247049060686,50.567629551034685,53.01288091063371,50.949221313664,1.2783213192957699,116,10.0,21.0,-3.0,11.0
12546,C.J. Cron,COL,"1B,INF",FA,3,127.43,33,100%,49.88377178302867,50.32575212698164,50.28396996739942,49.636606057316804,51.18140763350466,54.258646527054786,50.928359015881,1.564875341750408,117,10.0,11.0,-7.0,1.0
21992,Camilo Doval,SF,RP,Freeman,30,181.0,25,100%,50.66213544431952,50.73894843143273,50.395572145202124,50.56665112843379,48.86987589651051,53.517007483624305,50.791698421587164,1.3752480224218868,118,10.0,16.0,20.0,6.0
17901,Andrew Benintendi,CHW,OF,La Maqui,10,213.3,28,99%,47.52819068091047,51.03931203611483,52.89700014611171,47.52990100219665,43.27735396321717,61.91274604266234,50.69741731186886,5.857660970833326,119,10.0,18.0,0.0,8.0
3473,Anthony Rizzo,NYY,"1B,INF",sfernand,6,145.16,33,99%,51.78471204109954,49.87935719393364,47.460398683341985,50.041766792770446,51.98543177308832,52.457061452804986,50.60145465617315,1.7058563419734034,120,10.0,13.0,-4.0,3.0
2520,Lance Lynn,CHW,SP,Pinstrip,6,115.56,35,100%,53.29227849562187,50.42605495025358,48.23579740120778,52.502730795681586,49.89304846693844,48.98835251914653,50.55637710480829,1.806203620766505,121,11.0,10.0,-5.0,-1.0
17295,Framber Valdez,HOU,SP,Patron#5,12,50.6,29,100%,48.38337424448565,49.11488257101007,49.01125716224948,51.62442662105592,48.10579012660337,56.61045797589225,50.47503145021613,2.9705651080290085,122,11.0,5.0,1.0,-6.0
17995,Logan Webb,SF,SP,Tomy,20,83.06,26,100%,45.98280346774857,49.32906750636465,52.92997914700433,51.117664506966335,47.27247893008327,56.13769388797945,50.46161457435776,3.421844032574255,123,11.0,7.0,9.0,-4.0
19918,Daulton Varsho,TOR,"C,OF",Canha Ge,13,83.05,26,100%,43.065310192297154,50.498158684485254,54.88137663946492,46.17907596063971,48.574023118331276,59.26424993876927,50.41036575566459,5.3791994430610215,124,11.0,7.0,2.0,-4.0
14551,Anthony Santander,BAL,OF,Pinstrip,27,108.96,28,100%,48.22763651686399,50.6602311362827,52.39629420620445,47.2101838227265,47.52467747287355,56.21630400120554,50.372554526026114,3.189549432518266,125,11.0,9.0,16.0,-2.0
16997,Gleyber Torres,NYY,"2B,INF",Pinstrip,11,123.64,26,99%,52.52781006274407,50.965220082116694,48.55192956653285,48.16520216259523,46.56742820978448,55.45294020798232,50.37175504862594,2.9853185121635657,126,11.0,11.0,0.0,0.0
12304,Chris Bassitt,TOR,SP,DN,19,111.52,33,100%,46.30672364838286,49.264966101979375,51.879120341835915,51.28149382777128,47.50677335691968,55.404991562713015,50.27401147326702,3.009249737399781,127,11.0,10.0,8.0,-1.0
13301,Max Muncy,LAD,"2B,3B,INF",Freeman,2,126.63,32,100%,46.87904841066137,48.3491366222964,48.40306040198631,52.8416121442664,50.269314144896846,54.39047738785735,50.18877485199411,2.6528497415182453,128,11.0,11.0,-9.0,0.0
21479,Nico Hoerner,CHC,"SS,INF",Bobby,30,190.94,25,99%,51.91351857107597,50.71786519495647,48.10706030125077,50.56762925500652,51.94733476558667,47.79465573852709,50.174677304400575,1.6610684548938497,129,11.0,16.0,19.0,5.0
15890,Luis Severino,NYY,SP,TDRJ,18,101.36,28,100%,50.440867461989285,49.97891548321948,48.697470680339805,53.82735234316488,49.552299348237405,48.30835527150586,50.13421009807612,1.80250015819093,130,11.0,9.0,7.0,-2.0
21390,Joe Ryan,MIN,SP,Canha Ge,30,136.04,26,100%,47.066886716104285,47.72184350759154,48.223349972297896,51.5579003374162,51.75979962189466,54.22154518042417,50.0918875559548,2.5898638253864106,131,11.0,12.0,19.0,1.0
12861,Anthony Rendon,LAA,"3B,INF",TDRJ,3,219.99,32,99%,50.96125872058894,53.496691027212286,55.664564054771745,47.10472283244818,47.487541955807686,45.75635885905452,50.078522908313886,3.603348506353164,132,11.0,19.0,-8.0,8.0
4676,Charlie Morton,ATL,SP,DN,2,138.5,39,100%,48.510037029338704,48.18914883735717,47.959661323880134,51.62180448118983,48.88866447245766,54.95828300793065,50.02126652535903,2.520229048009038,133,12.0,12.0,-10.0,0.0
18373,Ryan Mountcastle,BAL,"1B,INF",Tomy,8,164.57,25,100%,45.512225582782236,49.1107734405068,52.23800173918988,46.68816618600452,47.69068079454255,58.64847870365689,49.981387741113814,4.416537079985092,134,12.0,14.0,-4.0,2.0
15423,Andrew Heaney,TEX,SP,Canha Ge,16,202.98,31,100%,52.838541181295376,49.24476236874817,46.482099608941866,52.31034509696131,53.29626542107747,45.45004482467061,49.93700975028247,3.1060336105814446,135,12.0,17.0,4.0,5.0
18036,Jake Cronenworth,SD,"1B,2B,INF",METS,5,134.08,29,100%,45.751920105083755,48.25307417482764,50.19975263847927,48.78190558069029,48.166537722356864,58.13554138580009,49.88145526787298,3.9176074374906986,136,12.0,12.0,-7.0,0.0
11579,Bryce Harper,PHI,UT,Canha Ge,1,129.68,30,100%,45.07289533950917,45.22518352907041,46.492660890119886,46.889703958951515,46.85128496159795,68.5636348792093,49.84922725974303,8.40076537750753,137,12.0,11.0,-11.0,-1.0
17085,Pablo Lopez,MIN,SP,sfernand,20,127.37,26,100%,47.87508152246595,48.14683107256953,47.43301545507178,50.83745941519424,50.547563273671386,53.67464277649823,49.75243225257852,2.18614378422835,138,12.0,11.0,8.0,-1.0
16511,Jordan Montgomery,STL,SP,Canha Ge,22,143.6,30,100%,48.63204805164665,49.07475078401203,48.90123644974749,51.82577039937774,46.1738428573661,53.83547035047386,49.74051981543732,2.4567739357304164,139,12.0,12.0,10.0,0.0
22182,Hunter Greene,CIN,SP,DN,30,97.54,23,100%,51.00329318693694,48.393075338682145,46.044062023431664,55.579373928028,46.27148027719044,50.96399932102598,49.70921401254919,3.2835823389668923,140,12.0,9.0,18.0,-3.0
20454,Jazz Chisholm Jr.,MIA,"2B,INF",TDRJ,15,56.71,24,100%,51.092928303778336,50.17597284836693,49.453095983046296,48.685663558725125,50.63829307052506,48.13143534332241,49.69623151796069,1.0485977288079802,141,12.0,5.0,3.0,-7.0
13543,Blake Snell,SD,SP,Tomy,4,102.09,30,100%,52.06005145815684,50.23885428497112,49.357792687099604,49.15796986199066,45.16526227392831,52.05100648273037,49.67182284147949,2.322262666510732,142,12.0,9.0,-8.0,-3.0
21132,Alexis Diaz,CIN,RP,DN,30,289.62,26,99%,45.89615314023759,48.91699100230418,51.55112764398499,49.15392457614192,50.665449507346366,51.64147886486347,49.637520789146414,1.9784352811029633,143,12.0,25.0,18.0,13.0
13066,Teoscar Hernandez,SEA,OF,Pinstrip,20,72.43,30,100%,45.997349944214584,48.55633285354192,49.44659223607425,51.00926526794233,47.27192044435641,55.52112675532685,49.63376458357606,3.0700365704102124,144,12.0,6.0,8.0,-6.0
11861,Jason Adam,TB,RP,Canha Ge,30,378.44,31,50%,47.02093154385405,48.9590591560222,50.22476480329855,50.28566580865178,50.05816969056027,49.94130324995814,49.41498237539083,1.1578634183158778,145,13.0,32.0,17.0,19.0
14986,Giovanny Gallegos,STL,RP,Patron#5,5,379.29,31,67%,45.14113380570033,47.46542975258495,49.59032133884081,50.97654756310916,52.21477935543641,50.36985897069677,49.29301179772807,2.3522031560565875,146,13.0,32.0,-8.0,19.0
14161,Byron Buxton,MIN,OF,TDRJ,16,94.0,29,100%,47.967922066350795,52.05126704785566,56.02550921935175,47.47309514909664,46.321393595754095,45.53246702081368,49.2286090165371,3.6730953887541857,147,13.0,8.0,3.0,-5.0
5235,Justin Turner,BOS,"3B,INF",Champs,6,271.64,38,99%,46.7211922136199,51.17800766879803,53.62820907921883,46.061997699276525,42.55930142263715,54.89759908587829,49.17438452823813,4.398307865772415,148,13.0,23.0,-7.0,10.0
18839,Josh Naylor,CLE,"1B,INF",sfernand,30,236.82,25,99%,49.84550369321948,49.45712212508489,47.84617906750831,48.41851866968497,47.99822216668971,51.33941778671831,49.15082725148428,1.2201913554599315,149,13.0,20.0,17.0,7.0
15518,Amed Rosario,CLE,"SS,INF",FA,30,149.13,27,100%,49.03763497174493,47.41956844060945,45.83593746709092,49.04556495634389,48.67703637891283,54.82485123362052,49.14009890805375,2.7817254643042038,150,13.0,13.0,17.0,0.0
18655,A.J. Minter,ATL,RP,sfernand,30,405.58,29,29%,46.63926293301598,47.48284280036059,48.64884661310514,50.97524806793133,51.06169604733962,49.98734251233661,49.13253982901489,1.6842304914250632,151,13.0,34.0,17.0,21.0
26378,Nick Lodolo,CIN,SP,DN,30,97.44,24,100%,52.70792763637613,49.592880839883854,47.31790930515559,49.49826015690335,46.147463420089956,47.43757504728982,48.78366940094978,2.1399092831475546,152,13.0,9.0,17.0,-4.0
15474,Lucas Giolito,CHW,SP,TDRJ,12,113.96,28,100%,45.42560190005117,47.85526840268047,50.1255569229269,49.27122382493367,45.25754249968821,54.61861075945326,48.75896738495561,3.1794487896377293,153,13.0,10.0,-1.0,-3.0
15711,Tyler O'Neill,STL,OF,sfernand,20,121.9,27,100%,46.137131010709226,48.41370981761044,50.249939653247694,49.913472617215746,46.46605202855089,49.66566651182061,48.47432860652577,1.640251918173991,154,13.0,11.0,7.0,-2.0
20538,Jose Miranda,MIN,"1B,3B,INF",TDRJ,30,208.2,24,100%,44.703499845737134,48.348422631217964,51.392452517248515,44.782392655521214,42.351233593524015,59.114656830363174,48.448776345602,5.583991998314895,155,13.0,18.0,17.0,5.0
13649,Clay Holmes,NYY,RP,Pinstrip,25,240.48,29,100%,48.57893606856305,48.346451751591275,47.60430168799249,49.76461201777735,46.7456074558917,49.626116688887336,48.44433761178387,1.0613489197079518,156,13.0,20.0,12.0,7.0
17677,Jeffrey Springs,TB,"SP,RP",DN,30,165.01,30,100%,46.58575209872551,47.43639426896141,48.205923840306816,49.73377637785505,47.92491538918669,50.4761110775153,48.393812175425126,1.3274266641783687,157,14.0,14.0,16.0,0.0
17919,Ian Happ,CHC,OF,TDRJ,13,137.06,28,100%,48.67760506340734,47.61636450090849,46.367779531795,47.69127344497402,48.15169585225278,51.81339073325861,48.38635152109938,1.6849894208215142,158,14.0,12.0,-1.0,-2.0
10603,Chris Sale,BOS,SP,FA,8,153.65,33,100%,54.21868292553615,50.30734586529297,46.30611158260326,50.88324966622829,45.516031728908395,42.89407598202767,48.35424962509945,3.800566855672841,159,14.0,13.0,-6.0,-1.0
9132,Nathan Eovaldi,TEX,SP,sfernand,5,205.34,32,99%,47.11268012754843,47.17832393382951,46.957604382734864,50.08032382612841,49.61443239709769,48.72275162566717,48.27768604883435,1.2611455496964998,160,14.0,18.0,-9.0,4.0
15112,Ryan McMahon,COL,"3B,INF",Tomy,10,203.04,28,99%,46.43067873356845,46.59881672836045,46.66326069116637,46.441002472516004,48.15196785788396,53.1821602940953,47.911314462931756,2.431533050878816,161,14.0,17.0,-4.0,3.0
21622,Jake McCarthy,ARI,OF,FA,30,144.0,25,100%,46.2705052997124,47.75499140544647,46.89880809215917,49.104672393286556,47.266754683629514,49.53215706163474,47.804648155978136,1.164780790666323,162,14.0,12.0,16.0,-2.0
25385,Drew Rasmussen,TB,SP,Bobby,25,170.13,27,100%,45.94149027034695,45.937629658691584,46.73373931827885,49.75598483606238,48.18249341192095,49.9370559251395,47.74806557007337,1.6624478112588805,163,14.0,15.0,11.0,1.0
13449,Taylor Rogers,SF,RP,sfernand,4,379.76,32,78%,45.598959914057836,47.397643755757066,47.933724310334355,49.16574819682653,50.26374713017735,46.0514945580466,47.73521964419996,1.6325726410855956,164,14.0,32.0,-10.0,18.0
16505,Matt Chapman,TOR,"3B,INF",La Maqui,6,120.22,29,99%,40.580308018663736,47.543926218047595,50.73506719121012,45.556911118121015,45.67487647631113,56.272508008942474,47.72726617188267,4.866610626334587,165,14.0,10.0,-8.0,-4.0
15009,Kyle Finnegan,WSH,RP,FA,22,385.54,31,56%,47.22013011543027,48.07910679081726,48.49746077531423,46.21300298575302,45.49910898203366,49.64187065380208,47.52511338385842,1.3935788347234395,166,14.0,33.0,8.0,19.0
17734,Evan Phillips,LAD,RP,Tomy,30,372.23,28,73%,45.73838047594625,46.92709175215373,47.6407632360185,48.659302723677015,48.46837230493033,47.36532458485846,47.46653917959738,0.9784757645699519,167,14.0,31.0,16.0,17.0
11737,Nick Castellanos,PHI,OF,Champs,4,138.74,30,100%,43.084576556075575,46.610219364339656,47.92461748474863,47.87947840006173,46.45056895706471,52.79549092060507,47.45749194714923,2.8793710432999426,168,14.0,12.0,-10.0,-2.0
25878,Corbin Carroll,ARI,OF,Canha Ge,30,85.11,22,100%,41.11030958976777,44.53827342007521,47.2828884987914,47.54245019964927,45.623849206806725,57.88974515232638,47.331252677902796,5.179201989255573,169,15.0,8.0,15.0,-7.0
4949,Giancarlo Stanton,NYY,OF,DN,3,112.63,33,100%,49.94332683742722,47.3363772412326,45.2218711929619,45.45659799889705,44.822530229691544,50.92535519297865,47.2843431155315,2.3799452465451303,170,15.0,10.0,-12.0,-5.0
21618,Alec Bohm,PHI,"3B,INF",Freeman,25,183.95,26,100%,44.49955670897945,46.95858631627481,46.956818067720725,47.52246133452264,46.06743533482988,51.68084082770042,47.28094976500466,2.1922254049409067,171,15.0,16.0,10.0,1.0
18882,Brandon Lowe,TB,"2B,INF",FA,2,152.33,28,100%,44.80745316058811,48.13558743046734,50.09938849638498,45.1561777701415,44.49745603001103,50.46869938923611,47.19412704613817,2.489015864301107,172,15.0,13.0,-13.0,-2.0
13590,Jesse Winker,MIL,OF,Pinstrip,20,241.55,29,98%,43.95662466481249,44.39430136425882,44.97756304146397,48.455593637961854,48.304648174029495,51.343070840633274,46.90530028719331,2.6699365121160374,173,15.0,21.0,5.0,6.0
16426,Thairo Estrada,SF,"2B,SS,INF",Patron#5,30,208.24,26,99%,44.73253482890104,47.67201668930707,48.135915495609886,44.6152061790995,45.72068039222045,50.078568087248605,46.82582027873109,1.9791731854949264,174,15.0,18.0,15.0,3.0
25007,Alex Vesia,LAD,RP,Freeman,21,566.54,26,18%,43.849617088867866,45.82470160213684,46.91199548238661,46.97980746752149,48.611121955820444,48.222755571112494,46.733333194640956,1.5800089333604148,175,15.0,48.0,6.0,33.0
9874,DJ LeMahieu,NYY,"1B,2B,3B,INF",Champs,11,237.37,34,100%,47.05061658077592,45.20388923982963,44.74866539286273,44.34301475238293,44.023131227349396,55.00457412923502,46.7289818870726,3.8264627659495654,176,15.0,20.0,-4.0,5.0
6184,J.D. Martinez,LAD,UT,Champs,2,183.03,35,100%,42.289807081305696,44.286129632857225,45.42778230355173,47.31942426611105,48.72702074374084,52.1144625456687,46.69410442887254,3.180770483848373,177,15.0,16.0,-13.0,1.0
21523,Jonathan India,CIN,"2B,INF",DN,20,179.35,26,100%,46.739817021271406,45.70754131764886,45.585312098194755,45.75533211004317,47.399746004006765,48.85530300760183,46.67384192646114,1.1727713778295201,178,15.0,15.0,5.0,0.0
21711,Oneil Cruz,PIT,"SS,INF",sfernand,30,85.04,24,100%,46.735360977072006,45.50573642886131,43.852699204470824,46.61927914728537,45.80844965720356,51.21788194969192,46.62323456076416,2.2624439323240177,179,15.0,8.0,15.0,-7.0
14524,Jose Leclerc,TEX,RP,TDRJ,30,338.79,29,74%,46.14401375497161,46.753156138559014,47.06761559349254,45.0555662322525,46.54795143931004,47.56069101795813,46.52149902942397,0.7878221177224971,180,15.0,29.0,15.0,14.0
14168,Jose Berrios,TOR,SP,FA,3,172.11,28,100%,45.73946565225635,44.46847837377484,44.031953678496066,46.64646253073964,48.06744507346699,50.05593550331182,46.50162346867429,2.0784506279944988,181,16.0,15.0,-13.0,-1.0
20191,Garrett Whitlock,BOS,"SP,RP",Freeman,18,276.65,26,99%,42.56169796435555,48.326944168073034,53.47938016938792,44.97195885369799,44.43599862101584,44.13411793255146,46.3183496181803,3.6412938106549952,182,16.0,23.0,2.0,7.0
18679,Freddy Peralta,MIL,SP,Bobby,15,121.95,26,100%,42.57138140789936,44.98858317480611,47.086928025878386,48.219246751646466,45.87494155366425,48.571188952875154,46.21871164446162,2.050386210301417,183,16.0,11.0,-1.0,-5.0
9803,Miles Mikolas,STL,SP,METS,30,183.94,34,100%,45.18436783518668,45.26366461371236,46.02764809745633,48.51654861558584,41.85508064836027,48.95079673909719,45.966351091566445,2.3601550554327613,184,16.0,16.0,14.0,0.0
17907,Brendan Rodgers,COL,"2B,INF",La Maqui,9,232.95,26,98%,41.614241152416206,41.59220603004167,42.684899317647535,47.913666511673746,50.19333917094724,51.576405799372715,45.92912633034985,4.122414280135204,185,16.0,20.0,-7.0,4.0
19352,Sean Murphy,ATL,C,METS,30,147.27,28,99%,43.87416816966094,45.994134553398865,47.83209105448428,44.85779104320444,44.04597560890125,48.79541367266307,45.89992901705214,1.859787533555173,186,16.0,13.0,14.0,-3.0
14916,Jon Gray,TEX,SP,sfernand,25,160.89,31,100%,46.12633567395751,45.57465869458325,45.35336884915563,46.376533881994796,44.82907146982367,47.079419455893046,45.88989800423465,0.7326061727208986,187,16.0,14.0,9.0,-2.0
11804,Hector Neris,HOU,RP,Freeman,21,630.99,33,17%,42.920510868462806,44.783036530447255,45.740178796596815,46.69480808702909,47.75254979649419,46.571671500485884,45.74379259658601,1.5555762289955037,188,16.0,53.0,5.0,37.0
14274,Mitch Haniger,SF,OF,Tomy,18,158.82,32,99%,44.73199618166796,46.06995838363978,46.02319352332368,45.79069371189185,44.146268345649,47.30992914872134,45.67867321581559,1.0156939276605335,189,16.0,14.0,2.0,-2.0
7115,Daniel Bard,COL,RP,La Maqui,30,233.88,37,100%,45.91235918677243,46.33549233733749,47.00255146727448,46.027652990058634,42.01685685264662,46.70123630544939,45.66602485658984,1.6740188899194184,190,16.0,20.0,14.0,4.0
15672,Austin Meadows,DET,OF,FA,8,269.67,27,98%,43.39730189050233,46.9167782513358,50.30141766776478,39.95542331135771,40.53338968673648,52.75095509990294,45.642544317933336,4.7844574195840295,191,16.0,23.0,-8.0,7.0
25377,Brady Singer,KC,SP,Canha Ge,30,152.41,26,100%,46.406765073574014,45.23869050282691,43.70305036832192,47.60871514939247,43.16785083852511,47.531969887428126,45.60950697001143,1.7350352440189807,192,16.0,13.0,14.0,-3.0
15761,Joe Jimenez,ATL,RP,FA,30,661.08,28,15%,43.74157906006174,45.31585006128421,46.41341264074037,45.22297231925179,47.06195678505347,45.873533386202936,45.60488404209909,1.044848841170176,193,17.0,56.0,13.0,39.0
13774,Zach Eflin,TB,SP,FA,30,313.3,28,92%,43.35048213870751,44.794487357576116,46.95311573400018,47.2665403765204,46.788072623166414,44.28160483771088,45.572383844613576,1.4979189281124419,194,17.0,27.0,13.0,10.0
23735,Luis Garcia,HOU,SP,Bobby,20,131.87,26,100%,43.49199219577008,43.07966011428712,43.0507467828532,48.18772548040294,47.94456297167496,47.61401375163211,45.5614502161034,2.3641466245473257,195,17.0,11.0,3.0,-6.0
15464,Hunter Renfroe,LAA,OF,METS,9,147.94,30,100%,44.40298809272122,46.025866838544005,46.88001671571564,43.88274394487054,40.813969805363854,51.110762930206164,45.51939138790357,3.1474121070218826,196,17.0,13.0,-8.0,-4.0
19287,Adolis Garcia,TEX,OF,La Maqui,20,58.88,29,100%,40.000686946163256,46.2253820027189,48.239500878625385,43.62344808857217,39.54300334255691,54.72180211867962,45.392303896219374,5.200204932540244,197,17.0,5.0,3.0,-12.0
11847,Chris Martin,BOS,RP,FA,30,625.14,36,16%,45.45958325839665,44.56634541883315,43.92001704777326,48.24215696006816,48.85829340724706,41.14264431179092,45.36484006735153,2.61547284671048,198,17.0,53.0,13.0,36.0
19853,Michael King,NYY,RP,Freeman,24,652.48,27,16%,45.33939767506511,46.14613156987769,47.03311452004265,44.66152885053373,46.23686272711961,42.1787035290633,45.26595647861702,1.5674858755071577,199,17.0,55.0,7.0,38.0
19249,Seranthony Dominguez,PHI,RP,DN,30,354.7,28,87%,44.36946884933708,44.777366138746956,44.86818196529349,46.44773087704227,45.93924015768522,45.09854244905815,45.25008840619386,0.7161300484022468,200,17.0,30.0,13.0,13.0
6398,Trevor May,OAK,RP,FA,30,461.82,33,20%,45.94567964735805,45.968644876461454,45.4190440093263,44.769370812042766,45.66649965659633,43.547316560412085,45.21942592703283,0.8492148471169353,201,17.0,39.0,13.0,22.0
7304,Salvador Perez,KC,C,sfernand,14,99.78,32,100%,43.6175553609675,45.63473334392606,47.7229904433833,43.57954875783106,39.65436434247402,50.5436354511499,45.12547128328864,3.438983731295627,202,17.0,9.0,-3.0,-8.0
19665,Kyle Wright,ATL,SP,sfernand,30,83.62,27,100%,43.05452143424222,43.57023541404772,44.20992998987714,46.28434230109017,44.237795574682266,48.670277234103736,45.00451699134053,1.9215717321254173,203,17.0,7.0,13.0,-10.0
16622,Luis Urias,MIL,"2B,3B,SS,INF",Tomy,21,273.24,25,99%,41.16055153335319,44.71575101566145,45.64360080867913,43.112883522860606,44.91202049872835,50.08675236454007,44.93859329063714,2.728178816213812,204,17.0,23.0,4.0,6.0
14542,Carlos Estevez,LAA,RP,FA,30,395.67,30,30%,43.56335123243072,43.8552211469825,43.83005919148446,45.279836515199285,46.606376170614986,46.14674209867267,44.88026439256411,1.1993741717108743,205,18.0,33.0,12.0,15.0
16358,Tyler Mahle,MIN,SP,Pinstrip,6,222.24,28,100%,41.88148144865478,43.7507924287318,45.6271290390015,44.16598178328525,44.33769620379849,49.46594197904399,44.87150381375263,2.333051334909524,206,18.0,19.0,-12.0,1.0
13781,Alex Wood,SF,SP,FA,10,322.27,32,93%,46.48662273728976,45.36923405507166,44.140037448333764,46.274461781519356,40.36159546311991,46.50062587584395,44.8554295601964,2.173761730575422,207,18.0,27.0,-8.0,9.0
sa3008130,Grayson Rodriguez,BAL,SP,TDRJ,30,193.61,23,99%,43.84307223010983,43.66756192804115,42.52431969233971,44.44161859826885,44.978624916299694,49.49624907140664,44.82524107274431,2.2206652293955944,208,18.0,17.0,12.0,-1.0
19238,Lourdes Gurriel Jr.,ARI,OF,Tomy,8,232.72,29,100%,43.442590377727555,45.19304182212874,44.39884705809736,44.67600897125217,42.81754402433677,48.377341785789866,44.817562339888745,1.774776772239919,209,18.0,20.0,-10.0,2.0
11609,Willson Contreras,STL,C,DN,12,126.82,30,100%,41.18234240896833,41.99138090235584,42.106745159243594,47.82606785657269,50.02232460032401,45.653660007926554,44.79708682256517,3.301208231140701,210,18.0,11.0,-6.0,-7.0
7146,Daniel Hudson,LAD,RP,FA,17,428.59,35,25%,44.60290054853543,43.99561742624799,43.33853379712073,47.18585213152326,46.87615882411728,42.6755263477532,44.77909817921631,1.6997674262358398,211,18.0,36.0,-1.0,18.0
22514,Triston Casas,BOS,"1B,INF",Freeman,30,219.01,23,100%,46.11524705672345,46.719482217343156,48.53976462041064,42.75271847772943,37.76087458776229,46.5224554001455,44.73509039335241,3.5609536991025355,212,18.0,19.0,12.0,1.0
6562,Alex Cobb,SF,SP,Freeman,24,204.53,35,100%,48.005295935690086,44.72564465181589,41.95221609161065,47.807986864808534,41.755249050238895,43.86340611734009,44.684966451917354,2.500187628455685,213,18.0,17.0,6.0,-1.0
14527,Jorge Lopez,MIN,RP,TDRJ,30,363.03,29,84%,48.24371482417897,45.761377265430426,43.40909254217283,45.109050244229955,44.6699443836156,40.43027476259227,44.60390900370334,2.369748815355537,214,18.0,31.0,12.0,13.0
5933,Jean Segura,MIA,"2B,INF",sfernand,19,279.33,32,98%,43.62884458772866,45.0778455864518,43.86660526340646,44.56227024115949,44.55532074572488,45.9308347203784,44.60362019080828,0.7619940143770768,215,18.0,24.0,1.0,6.0
18413,Jose Urquidy,HOU,SP,Canha Ge,19,239.6,27,98%,40.4785536885864,41.915449970309936,44.88967477484806,45.01887786064466,45.419423840652705,49.193368548456434,44.485891447249706,2.7732310932319053,216,18.0,20.0,1.0,2.0
7859,Charlie Blackmon,COL,OF,Tomy,9,286.55,36,97%,42.47070612826608,45.002846437171414,45.83307920279284,41.08117262767873,41.781120135409395,50.35484981114368,44.42062905707703,3.148283777698766,217,19.0,24.0,-10.0,5.0
17780,Jose Alvarado,PHI,RP,La Maqui,30,569.23,27,16%,44.410109984175484,44.51482123603475,44.36091829047119,43.80172167210889,43.86727234077456,45.51606713867295,44.4118184437063,0.562926435236444,218,19.0,48.0,11.0,29.0
19716,Dustin May,LAD,SP,Tomy,13,142.79,25,100%,44.5541421563118,44.28483750452142,43.649140383941784,46.58495401000865,42.89054749620913,43.948745156630814,44.31872778460394,1.1414379199420388,219,19.0,12.0,-6.0,-7.0
15514,Kendall Graveman,CHW,RP,Champs,24,414.05,32,37%,42.450503078762154,43.439850281185635,43.617173404453055,44.427997563639764,44.720471748713884,47.04040191679811,44.28273299892543,1.4334074901802618,220,19.0,35.0,5.0,16.0
3548,Liam Hendriks,CHW,RP,Champs,10,154.33,33,99%,44.19470342458378,43.682295641650626,43.513911604552796,40.75430124997023,40.22498590055319,52.96307352345275,44.22221189079389,4.187298999720718,221,19.0,13.0,-9.0,-6.0
17968,Brock Burke,TEX,RP,FA,30,683.15,26,13%,44.9913975634148,44.253367100516975,43.52396079796931,45.176193546689305,47.01029151743799,40.37195700491409,44.22119458849041,2.0243557541350943,222,19.0,57.0,11.0,38.0
16376,Michael Conforto,SF,OF,FA,30,219.11,29,99%,41.23916296699782,44.557926673782916,45.44365361722075,43.478980858500115,44.34194458364243,45.993346854386786,44.17583592575514,1.538069577527714,223,19.0,19.0,11.0,0.0
11674,Jameson Taillon,CHC,SP,FA,30,217.58,31,100%,43.02032834543485,43.601469132792545,43.61514390589366,44.84592809990464,41.94822992108553,47.553240616047425,44.09739000352644,1.7682695129132662,224,19.0,19.0,11.0,0.0
20367,Brusdar Graterol,LAD,RP,FA,23,420.13,24,26%,43.02540300811984,44.13039379785357,44.629553414953065,45.84632061101879,47.40107927975518,39.441011213811066,44.07896022091859,2.4861747679552417,225,19.0,35.0,4.0,16.0
20151,James Karinchak,CLE,RP,La Maqui,21,393.42,27,56%,41.623764560940096,43.633843942654174,44.72381680432032,44.04595520497609,45.3501676628458,45.08566301113696,44.0772018644789,1.243144124892435,226,19.0,33.0,2.0,14.0
4106,Michael Brantley,HOU,OF,Champs,9,338.78,35,92%,45.21261724651313,44.991157882695745,45.76922600836468,41.97016766819174,39.16745118294618,47.20349242415608,44.05235206881127,2.686467998602128,227,19.0,29.0,-10.0,10.0
30115,Robert Suarez,SD,RP,Patron#5,19,401.11,31,37%,42.481045772304455,43.14861170535872,43.665061929502514,46.05486266125508,46.20410233110545,42.61439598028559,44.02801339663531,1.53514305114443,228,19.0,34.0,0.0,15.0
12880,Tyler Anderson,LAA,SP,Champs,30,195.66,33,100%,40.711991991081504,42.18446963867801,43.13103049153431,44.73230313789186,47.230110016912235,45.879809090411996,43.978285727751654,2.21220052331158,229,20.0,17.0,10.0,-3.0
6655,Craig Kimbrel,PHI,RP,Champs,8,342.33,34,77%,43.00030627979771,42.65842419504786,42.14118268627661,45.325908683092024,47.7185229862971,42.81001681444912,43.94239360749341,1.9679096786145764,230,20.0,29.0,-12.0,9.0
13431,Marcus Stroman,CHC,SP,Pinstrip,15,239.91,31,99%,41.63413506645365,42.000161082292486,43.10195791550958,45.280941832090896,43.16700423637847,47.54654759780398,43.78845795508818,2.043173419315561,231,20.0,20.0,-5.0,0.0
