IDFANGRAPHS,ID,Player,Position,Status,Age,ADP,exit_velo_batting,brl_batting,xAVG_batting,xSLG_batting,xwOBA_batting,xOBP_batting,xISO_batting,xwoba_percentile_batting,xba_percentile_batting,xslg_percentile_batting,xiso_percentile_batting,xobp_percentile_batting,brl_percentile_batting,brl_percent_percentile_batting,exit_velocity_percentile_batting,hard_hit_percent_percentile_batting,k_percent_percentile_batting,bb_percent_percentile_batting,whiff_percent_percentile_batting,sprint_speed_percentile_batting,exit_velo_pitching,brl_pitching,xAVG_pitching,xSLG_pitching,xwOBA_pitching,xERA_pitching,xwoba_percentile_pitching,xba_percentile_pitching,xslg_percentile_pitching,xiso_percentile_pitching,xobp_percentile_pitching,brl_percent_percentile_pitching,exit_velocity_percentile_pitching,hard_hit_percent_percentile_pitching,k_percent_percentile_pitching,bb_percent_percentile_pitching,whiff_percent_percentile_pitching,xera_percentile_pitching,fb_velocity_percentile_pitching,fb_spin_percentile_pitching,curve_spin_percentile_pitching
20202,*041q8*,Brandon Marsh,OF,lasmimis,24,319.57,,,0.265,0.414,0.323,0.326,0.149,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,
16572,*03d6y*,Connor Joe,OF,SLG,29,320.4,,,0.283,0.467,0.371,0.381,0.183,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,
11342,*02jhn*,Jesus Aguilar,1B,99 prob,31,320.95,89.6,6.1,0.26,0.453,0.334,0.329,0.193,58.0,62.0,65.0,63.0,55.0,53.0,51.0,55.0,48.0,71.0,52.0,39.0,11.0,89.6,6.1,,,,,,,,,,,,,,,,,,,
15816,*0311c*,Devin Williams,RP,99 prob,27,321.87,,,,,,,,,,,,,,,,,,,,,,,0.175,0.274,0.258,2.79,93.0,97.0,97.0,94.0,82.0,85.0,95.0,97.0,98.0,11.0,99.0,93.0,75.0,52.0,
10071,*025gy*,Jonathan Villar,"3B,SS",METS,30,322.89,88.0,4.8,0.235,0.388,0.306,0.309,0.153,23.0,21.0,28.0,36.0,28.0,39.0,39.0,26.0,23.0,19.0,54.0,16.0,57.0,88.0,4.8,,,,,,,,,,,,,,,,,,,
18126,*03qo2*,LaMonte Wade Jr.,"1B,OF",SLG,28,324.04,90.1,7.1,0.256,0.475,0.347,0.331,0.219,71.0,56.0,77.0,76.0,56.0,44.0,70.0,67.0,54.0,35.0,47.0,80.0,38.0,90.1,7.1,,,,,,,,,,,,,,,,,,,
sa3010694,*04nb2*,Riley Greene,OF,Pinstrip,21,327.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10681,*026rz*,Gio Urshela,"3B,SS",Hit,30,328.93,88.9,5.7,0.252,0.415,0.304,0.288,0.163,23.0,50.0,42.0,42.0,6.0,40.0,46.0,42.0,56.0,26.0,3.0,44.0,24.0,88.9,5.7,,,,,,,,,,,,,,,,,,,
13620,*02mxf*,Carson Kelly,C,La Maqui,27,329.04,88.2,5.6,0.251,0.425,0.343,0.355,0.174,65.0,47.0,49.0,49.0,80.0,30.0,51.0,29.0,19.0,55.0,87.0,44.0,23.0,88.2,5.6,,,,,,,,,,,,,,,,,,,
2429,*01z34*,Corey Kluber,SP,W (Wed),35,330.58,,,,,,,,,,,,,,,,,,,,,,,0.239,0.371,0.308,4.04,54.0,49.0,64.0,75.0,37.0,63.0,84.0,82.0,54.0,31.0,66.0,54.0,9.0,61.0,60.0
8779,*01sev*,Wade Miley,SP,lasmimis,35,331.06,,,,,,,,,,,,,,,,,,,,8.0,,,0.252,0.398,0.312,4.15,49.0,31.0,48.0,62.0,53.0,76.0,95.0,83.0,15.0,67.0,31.0,49.0,2.0,56.0,41.0
19409,*041m9*,Dane Dunning,SP,miche,27,331.47,,,,,,,,,,,,,,,,,,,,,,,0.265,0.418,0.333,4.79,26.0,18.0,37.0,54.0,21.0,45.0,36.0,15.0,39.0,47.0,27.0,26.0,10.0,11.0,8.0
17186,*03ry2*,Dinelson Lamet,"SP,RP",Pinstrip,29,333.16,,,,,,,,,,,,,,,,,,,,,,,0.223,0.375,0.305,3.95,57.0,69.0,62.0,56.0,50.0,9.0,84.0,76.0,75.0,22.0,85.0,57.0,81.0,88.0,
7802,*01t5w*,Miguel Rojas,SS,FA,32,334.52,86.2,2.2,0.248,0.344,0.291,0.307,0.096,13.0,41.0,10.0,6.0,24.0,12.0,8.0,7.0,15.0,92.0,23.0,82.0,41.0,86.2,2.2,,,,,,,,,,,,,,,,,,,
19294,*041q1*,Nick Solak,2B,FA,27,335.63,86.9,4.5,0.237,0.36,0.298,0.309,0.123,17.0,25.0,15.0,18.0,28.0,36.0,31.0,13.0,18.0,52.0,19.0,47.0,93.0,86.9,4.5,,,,,,,,,,,,,,,,,,,
10243,*01s9c*,Randal Grichuk,OF,Pinstrip,30,337.06,89.8,6.2,0.233,0.402,0.296,0.276,0.169,16.0,19.0,35.0,46.0,2.0,60.0,51.0,61.0,49.0,52.0,5.0,63.0,76.0,89.8,6.2,,,,,,,,,,,,,,,,,,,
21479,*04pkr*,Nico Hoerner,2B,La Maqui,24,338.49,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,
22713,*04n0k*,Carlos Hernandez,"SP,RP",FA,24,338.7,,,,,,,,,,,,,,,,,,,,,,,0.234,0.389,0.319,4.36,38.0,55.0,53.0,54.0,28.0,59.0,25.0,43.0,29.0,15.0,47.0,38.0,95.0,80.0,41.0
12863,*0260w*,Matt Barnes,RP,La Maqui,31,339.34,,,,,,,,,,,,,,,,,,,,,,,0.177,0.325,0.256,2.74,94.0,96.0,88.0,60.0,94.0,20.0,25.0,28.0,98.0,39.0,91.0,94.0,85.0,58.0,11.0
19293,*03zc9*,Nick Senzel,OF,FA,26,340.57,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,
7550,*01avv*,Jake McGee,RP,99 prob,35,341.89,,,,,,,,,,,,,,,,,,,,,,,0.217,0.38,0.271,3.08,88.0,77.0,61.0,46.0,96.0,68.0,8.0,5.0,56.0,97.0,13.0,88.0,76.0,27.0,
11680,*03fhx*,Elias Diaz,C,FA,31,342.07,87.1,5.9,0.249,0.426,0.321,0.314,0.177,41.0,42.0,50.0,51.0,35.0,35.0,45.0,15.0,32.0,79.0,39.0,55.0,27.0,87.1,5.9,,,,,,,,,,,,,,,,,,,
9323,*01xfr*,Patrick Corbin,SP,FA,32,342.96,,,,,,,,,,,,,,,,,,,,4.0,,,0.282,0.494,0.358,5.66,8.0,8.0,6.0,10.0,16.0,25.0,35.0,29.0,18.0,54.0,39.0,8.0,35.0,24.0,0.0
12828,*04ggi*,Andrew Kittredge,RP,99 prob,31,345.39,,,,,,,,,,,,,,,,,,,,,,,0.22,0.352,0.268,3.01,89.0,73.0,77.0,75.0,90.0,53.0,48.0,60.0,75.0,91.0,81.0,89.0,78.0,87.0,
3516,*01cfp*,Eric Hosmer,1B,Hit,32,345.53,90.5,4.2,0.267,0.405,0.325,0.335,0.138,46.0,71.0,39.0,27.0,58.0,39.0,26.0,73.0,79.0,74.0,43.0,66.0,29.0,90.5,4.2,,,,,,,,,,,,,,,,,,,
12910,*02bvf*,Ken Giles,RP,FA,31,345.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12718,*02brc*,Adrian Houser,SP,Hit,28,346.74,,,,,,,,,,,,,,,,,,,,,,,0.24,0.358,0.311,4.12,49.0,48.0,74.0,86.0,26.0,89.0,83.0,69.0,12.0,20.0,4.0,49.0,57.0,14.0,1.0
13470,*02mw7*,Lucas Sims,RP,99 prob,27,347.52,,,,,,,,,,,,,,,,,,,,,,,0.168,0.297,0.245,2.51,,,,,,,,,,,,,77.0,98.0,99.0
19892,*04alq*,Pavin Smith,"1B,OF",lasmimis,25,348.84,87.2,3.7,0.258,0.403,0.317,0.321,0.145,36.0,58.0,37.0,30.0,43.0,30.0,20.0,16.0,63.0,63.0,33.0,90.0,38.0,87.2,3.7,,,,,,,,,,,,,,,,,,,
13774,*02mwq*,Zach Eflin,SP,Hit,27,349.61,,,,,,,,,,,,,,,,,,,,3.0,,,0.257,0.415,0.302,3.87,61.0,25.0,39.0,50.0,79.0,63.0,71.0,45.0,41.0,99.0,22.0,61.0,38.0,13.0,22.0
4892,*01c2r*,Mike Moustakas,3B,Hit,33,350.63,,,0.202,0.329,0.276,0.282,0.126,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,
13218,*02bqj*,Michael Fulmer,RP,CALIXTO,28,352,,,,,,,,,,,,,,,,,,,,,,,0.243,0.386,0.301,3.84,61.0,44.0,54.0,63.0,60.0,68.0,87.0,76.0,58.0,73.0,74.0,61.0,83.0,40.0,62.0
15653,*02z96*,Dominic Smith,OF,FA,26,352.47,89.0,4.5,0.262,0.42,0.325,0.323,0.158,46.0,65.0,44.0,37.0,47.0,35.0,31.0,43.0,47.0,41.0,18.0,31.0,33.0,89.0,4.5,,,,,,,,,,,,,,,,,,,
10059,*01sc7*,Max Stassi,C,Canha Ge,30,352.8,,,0.228,0.414,0.319,0.314,0.186,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,
17838,*0315r*,Willie Calhoun,OF,FA,27,353.54,90.2,2.8,0.275,0.403,0.323,0.332,0.129,,,,,,,,,,,,,32.0,90.2,2.8,,,,,,,,,,,,,,,,,,,
18568,*03mew*,Luis Arraez,"2B,3B,OF",Canha Ge,24,353.78,88.4,1.9,0.294,0.41,0.336,0.358,0.115,60.0,94.0,41.0,13.0,82.0,6.0,5.0,34.0,8.0,99.0,52.0,100.0,45.0,88.4,1.9,,,,,,,,,,,,,,,,,,,
7007,*000d8*,Yadier Molina,C,FA,39,354.49,88.0,4.0,0.255,0.406,0.306,0.3,0.151,23.0,54.0,39.0,35.0,16.0,26.0,23.0,26.0,12.0,77.0,6.0,56.0,3.0,88.0,4.0,,,,,,,,,,,,,,,,,,,
15043,*031d9*,Lou Trivino,RP,CALIXTO,30,354.68,,,,,,,,,,,,,,,,,,,,,,,0.232,0.391,0.316,4.27,42.0,58.0,53.0,49.0,32.0,50.0,79.0,85.0,35.0,18.0,29.0,42.0,78.0,13.0,38.0
15117,*03108*,Hunter Dozier,"3B,OF",miche,30,355.96,89.9,5.5,0.224,0.388,0.299,0.295,0.163,18.0,12.0,28.0,42.0,11.0,49.0,53.0,64.0,58.0,10.0,36.0,10.0,77.0,89.9,5.5,,,,,,,,,,,,,,,,,,,
25377,*03pov*,Brady Singer,SP,Scavenge,25,358.72,,,,,,,,,,,,,,,,,,,,,,,0.258,0.398,0.326,4.57,31.0,24.0,48.0,69.0,20.0,84.0,56.0,59.0,41.0,39.0,42.0,31.0,57.0,57.0,
13853,*02mzu*,Joey Wendle,"3B,SS",FA,31,359.93,87.9,3.2,0.237,0.354,0.285,0.294,0.117,8.0,25.0,13.0,14.0,10.0,18.0,17.0,25.0,21.0,42.0,11.0,44.0,71.0,87.9,3.2,,,,,,,,,,,,,,,,,,,
24617,*04pst*,Jarren Duran,OF,Canha Ge,25,359.94,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,
15423,*02mv0*,Andrew Heaney,SP,W (Thu),30,360.19,,,,,,,,,,,,,,,,,,,,,,,0.23,0.417,0.308,4.04,54.0,60.0,38.0,26.0,73.0,21.0,36.0,32.0,72.0,65.0,66.0,54.0,29.0,90.0,67.0
27468,*0596g*,Reid Detmers,SP,Canha Ge,22,361.59,,,,,,,,,,,,,,,,,,,,,,,0.263,0.475,0.358,5.66,,,,,,,,,,,,,43.0,16.0,43.0
2396,*01cfr*,Carlos Santana,1B,FA,35,363.22,89.9,4.9,0.244,0.421,0.335,0.345,0.177,59.0,34.0,46.0,51.0,69.0,55.0,33.0,64.0,55.0,85.0,92.0,69.0,16.0,89.9,4.9,,,,,,,,,,,,,,,,,,,
16535,*031el*,Danny Jansen,C,Scavenge,26,363.48,,,0.241,0.457,0.333,0.316,0.215,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,
21052,*04s1h*,Luis Gil,SP,lasmimis,23,363.93,,,,,,,,,,,,,,,,,,,,,,,0.199,0.352,0.306,3.98,,,,,,,,,,,,,88.0,90.0,
sa3005315,*04aea*,Hunter Greene,SP,99 prob,22,364.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13359,*02j2u*,Tyler Naquin,OF,sfernand,30,365.96,89.8,7.0,0.262,0.457,0.339,0.326,0.195,63.0,65.0,70.0,64.0,50.0,55.0,68.0,61.0,52.0,36.0,33.0,58.0,66.0,89.8,7.0,,,,,,,,,,,,,,,,,,,
18289,*02c63*,Brian Anderson,3B,FA,28,367.41,,,0.215,0.374,0.299,0.307,0.159,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,
12859,*02bra*,James McCann,C,FA,31,367.88,87.3,3.9,0.224,0.343,0.283,0.29,0.12,7.0,12.0,9.0,16.0,7.0,18.0,28.0,19.0,47.0,13.0,35.0,33.0,42.0,87.3,3.9,,,,,,,,,,,,,,,,,,,
15679,*032gq*,Rowdy Tellez,1B,FA,26,368.49,92.2,8.3,0.263,0.468,0.338,0.324,0.205,,,,,,,,,,,,,18.0,92.2,8.3,,,,,,,,,,,,,,,,,,,
15941,*02mzc*,Austin Nola,C,FA,32,369.22,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,
18335,*03pp2*,Josh Staumont,RP,lasmimis,28,371.02,,,,,,,,,,,,,,,,,,,,,,,0.222,0.383,0.302,3.87,61.0,71.0,58.0,47.0,58.0,37.0,2.0,7.0,75.0,24.0,53.0,61.0,91.0,50.0,84.0
19753,*03db4*,Jonathan Loaisiga,RP,sfernand,27,372.52,,,,,,,,,,,,,,,,,,,,,,,0.188,0.253,0.228,2.18,99.0,94.0,99.0,99.0,99.0,97.0,99.0,99.0,56.0,86.0,64.0,99.0,99.0,74.0,75.0
20160,*04eec*,Nate Pearson,RP,Hit,25,373.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,40.0,29.0
19600,*03bud*,Bryan De La Cruz,OF,La Maqui,25,373.94,,,0.254,0.366,0.301,0.318,0.113,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,
20369,*041m1*,Matt Manning,SP,FA,23,373.99,,,,,,,,,,,,,,,,,,,,,,,0.286,0.463,0.353,5.48,12.0,6.0,15.0,34.0,10.0,48.0,4.0,23.0,4.0,46.0,1.0,12.0,55.0,7.0,27.0
23378,*04dwv*,Jose Barrero,SS,CALIXTO,23,374.12,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,
19901,*04eej*,Gavin Sheets,UT,SLG,25,374.22,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,
27506,*05ajg*,Ha-seong Kim,"2B,3B,SS",FA,26,374.31,86.7,3.0,0.209,0.309,0.265,0.279,0.1,,,,,,,,,,,,,83.0,86.7,3.0,,,,,,,,,,,,,,,,,,,
14712,*02i3d*,Manuel Margot,OF,FA,27,375.38,87.9,3.9,0.268,0.396,0.317,0.327,0.129,36.0,73.0,32.0,22.0,52.0,23.0,20.0,25.0,43.0,87.0,37.0,77.0,87.0,87.9,3.9,,,,,,,,,,,,,,,,,,,
18042,*03qml*,Dylan Moore,"2B,OF",FA,29,376.14,86.5,5.0,0.204,0.348,0.288,0.296,0.144,9.0,2.0,11.0,30.0,13.0,26.0,52.0,10.0,17.0,8.0,71.0,39.0,83.0,86.5,5.0,,,,,,,,,,,,,,,,,,,
16578,*03m6o*,Yandy Diaz,"1B,3B",99 prob,30,376.65,89.9,5.0,0.254,0.399,0.332,0.353,0.145,55.0,52.0,33.0,30.0,77.0,44.0,35.0,64.0,47.0,83.0,90.0,82.0,39.0,89.9,5.0,,,,,,,,,,,,,,,,,,,
sa917926,*041ah*,Josh Lowe,OF,SLG,23,376.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16918,*02c5l*,Luke Weaver,SP,99 prob,28,376.81,,,,,,,,,,,,,,,,,,,,,,,0.254,0.454,0.328,4.63,29.0,28.0,21.0,15.0,50.0,21.0,21.0,28.0,42.0,65.0,29.0,29.0,45.0,91.0,36.0
sa920423,*04ali*,Edward Cabrera,SP,METS,23,378.83,,,,,,,,,,,,,,,,,,,,,,,0.283,0.54,0.416,8.17,,,,,,,,,,,,,92.0,55.0,39.0
17954,*03qs6*,Sam Hilliard,OF,FA,27,380.86,,,0.214,0.438,0.312,0.293,0.224,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,
13723,*02j7h*,Jacob Stallings,C,FA,32,380.93,88.1,3.0,0.245,0.369,0.314,0.335,0.125,32.0,37.0,19.0,18.0,58.0,13.0,16.0,28.0,27.0,61.0,82.0,62.0,9.0,88.1,3.0,,,,,,,,,,,,,,,,,,,
20151,*04ejp*,James Karinchak,RP,La Maqui,26,381.41,,,,,,,,,,,,,,,,,,,,,,,0.186,0.33,0.292,3.6,72.0,94.0,86.0,63.0,60.0,30.0,21.0,32.0,94.0,4.0,81.0,72.0,86.0,66.0,27.0
6012,*01ut0*,Didi Gregorius,SS,FA,31,382.08,86.1,1.7,0.223,0.327,0.273,0.286,0.104,3.0,11.0,6.0,11.0,5.0,3.0,5.0,6.0,4.0,78.0,14.0,49.0,66.0,86.1,1.7,,,,,,,,,,,,,,,,,,,
19206,*041md*,Dakota Hudson,"SP,RP",Scavenge,27,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18806,*02n1f*,Drew Steckenrider,RP,99 prob,31,383.71,,,,,,,,,,,,,,,,,,,,,,,0.229,0.361,0.284,3.39,78.0,62.0,71.0,75.0,76.0,86.0,11.0,53.0,35.0,78.0,12.0,78.0,63.0,77.0,13.0
11156,*02hj7*,Merrill Kelly,SP,FA,33,384.82,,,,,,,,,,,,,,,,,,,,7.0,,,0.271,0.432,0.324,4.51,34.0,15.0,30.0,47.0,40.0,72.0,46.0,41.0,21.0,81.0,11.0,34.0,24.0,67.0,66.0
17496,*041me*,Diego Castillo,RP,SLG,27,384.98,,,,,,,,,,,,,,,,,,,,,,,0.192,0.312,0.259,2.81,93.0,92.0,92.0,85.0,91.0,45.0,60.0,54.0,93.0,65.0,88.0,93.0,73.0,6.0,
5524,*01cdg*,Madison Bumgarner,SP,FA,32,385.3,,,,,,,,,,,,,,,,,,,,1.0,,,0.244,0.431,0.319,4.36,40.0,42.0,30.0,27.0,60.0,53.0,51.0,52.0,26.0,78.0,17.0,40.0,4.0,73.0,52.0
10021,*01sej*,Mike Minor,SP,FA,34,386.72,,,,,,,,,,,,,,,,,,,,,,,0.245,0.448,0.32,4.39,38.0,41.0,24.0,13.0,71.0,22.0,56.0,70.0,39.0,81.0,36.0,38.0,17.0,97.0,57.0
27459,*04b84*,Yoshi Tsutsugo,"1B,OF",W (Sat),30,387.04,,,0.193,0.344,0.281,0.286,0.151,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,
14646,*02hq8*,Rowan Wick,RP,SLG,29,388.47,,,,,,,,,,,,,,,,,,,,,,,0.209,0.32,0.296,3.71,,,,,,,,,,,,,68.0,60.0,72.0
17610,*03pp7*,Tanner Rainey,RP,FA,29,389.13,,,,,,,,,,,,,,,,,,,,,,,0.207,0.426,0.341,5.06,,,,,,,,,,,,,88.0,84.0,
16219,*02bu2*,J.D. Davis,3B,FA,28,390.48,,,0.248,0.408,0.338,0.355,0.159,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,
19244,*041ru*,Cole Irvin,SP,FA,27,390.69,,,,,,,,,,,,,,,,,,,,,,,0.282,0.446,0.338,4.96,20.0,8.0,24.0,45.0,28.0,56.0,36.0,43.0,6.0,89.0,5.0,20.0,16.0,2.0,7.0
5827,*01cgt*,Wilmer Flores,"1B,2B,3B",CALIXTO,30,390.79,88.6,4.6,0.238,0.398,0.311,0.313,0.161,29.0,26.0,33.0,39.0,34.0,30.0,27.0,37.0,25.0,97.0,59.0,92.0,12.0,88.6,4.6,,,,,,,,,,,,,,,,,,,
9077,*01c5f*,Lorenzo Cain,OF,FA,35,392.57,88.4,3.1,0.253,0.38,0.316,0.326,0.128,,,,,,,,,,,,,89.0,88.4,3.1,,,,,,,,,,,,,,,,,,,
21455,*04pmb*,Kris Bubic,"SP,RP",lasmimis,24,393.13,,,,,,,,,,,,,,,,,,,,,,,0.256,0.456,0.35,5.37,14.0,26.0,19.0,15.0,15.0,29.0,51.0,41.0,28.0,21.0,28.0,14.0,17.0,15.0,72.0
6986,*000y3*,Ian Kennedy,RP,sfernand,37,396.29,,,,,,,,,,,,,,,,,,,,,,,0.226,0.428,0.305,3.95,57.0,68.0,32.0,14.0,75.0,33.0,9.0,10.0,74.0,62.0,60.0,57.0,57.0,87.0,66.0
22810,*04b3a*,Roansy Contreras,SP,W (Mon),22,397.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15552,*0374o*,Chad Green,RP,miche,30,398.5,,,,,,,,,,,,,,,,,,,,,,,0.212,0.398,0.278,3.25,84.0,81.0,48.0,27.0,96.0,7.0,41.0,13.0,90.0,89.0,85.0,84.0,84.0,94.0,69.0
17149,*03c97*,Domingo German,SP,99 prob,29,399.36,,,,,,,,,,,,,,,,,,,,,,,0.239,0.422,0.311,4.12,49.0,49.0,35.0,29.0,73.0,50.0,35.0,45.0,53.0,76.0,78.0,49.0,53.0,91.0,71.0
19742,*0423e*,Anthony Bender,RP,lasmimis,26,399.73,,,,,,,,,,,,,,,,,,,,,,,0.205,0.309,0.267,2.99,89.0,86.0,93.0,92.0,76.0,79.0,64.0,84.0,83.0,52.0,78.0,89.0,93.0,53.0,
13419,*02mw3*,Christian Walker,1B,Scavenge,30,400.42,88.8,4.3,0.249,0.386,0.311,0.32,0.136,29.0,42.0,26.0,26.0,43.0,26.0,29.0,38.0,49.0,32.0,43.0,32.0,59.0,88.8,4.3,,,,,,,,,,,,,,,,,,,
9368,*004e1*,Evan Longoria,3B,SLG,36,401.98,,,0.253,0.487,0.352,0.344,0.235,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,
11489,*02h9j*,Michael A. Taylor,OF,FA,30,402.6,89.4,4.4,0.246,0.391,0.301,0.299,0.145,19.0,39.0,29.0,30.0,16.0,36.0,32.0,51.0,43.0,15.0,15.0,13.0,78.0,89.4,4.4,,,,,,,,,,,,,,,,,,,
15905,*02nqg*,Luis Torrens,C,FA,25,403.15,90.9,6.9,0.245,0.427,0.317,0.303,0.183,36.0,37.0,52.0,55.0,19.0,42.0,68.0,79.0,66.0,19.0,29.0,31.0,45.0,90.9,6.9,,,,,,,,,,,,,,,,,,,
18795,*04de0*,Ramon Urias,"2B,SS",SLG,27,405.91,,,0.269,0.425,0.343,0.353,0.156,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,
14894,*031b8*,Tony Kemp,"2B,OF",FA,30,406,86.7,0.8,0.249,0.347,0.32,0.358,0.098,39.0,42.0,11.0,8.0,82.0,1.0,2.0,11.0,2.0,97.0,92.0,93.0,42.0,86.7,0.8,,,,,,,,,,,,,,,,,,,
10200,*022vw*,Tucker Barnhart,C,FA,31,406.29,87.1,2.6,0.203,0.313,0.264,0.278,0.109,2.0,2.0,3.0,11.0,3.0,8.0,13.0,15.0,9.0,21.0,30.0,39.0,11.0,87.1,2.6,,,,,,,,,,,,,,,,,,,
12180,*025iy*,Jorge Alfaro,"C,OF",FA,28,406.44,,,0.246,0.38,0.291,0.285,0.134,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,
18015,*03qkh*,Paul DeJong,SS,FA,28,410.18,86.3,6.7,0.212,0.416,0.312,0.298,0.205,31.0,4.0,43.0,70.0,14.0,44.0,70.0,8.0,25.0,22.0,47.0,27.0,62.0,86.3,6.7,,,,,,,,,,,,,,,,,,,
17278,*03daq*,Bobby Bradley,1B,FA,25,410.26,,,0.225,0.47,0.333,0.309,0.245,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,
13675,*02mx2*,Tyrone Taylor,OF,FA,27,411.58,,,0.24,0.402,0.315,0.316,0.162,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,
14813,*0312h*,Kyle Farmer,SS,FA,31,411.62,87.2,3.2,0.251,0.382,0.301,0.306,0.131,19.0,47.0,24.0,23.0,22.0,21.0,15.0,16.0,13.0,70.0,2.0,80.0,49.0,87.2,3.2,,,,,,,,,,,,,,,,,,,
sa3014430,*05a2d*,Max Meyer,"SP,RP",CALIXTO,22,411.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9627,*024o9*,Yan Gomes,C,W (Fri),34,412.07,89.6,6.4,0.28,0.469,0.341,0.328,0.188,64.0,86.0,75.0,59.0,53.0,39.0,53.0,55.0,34.0,53.0,6.0,76.0,35.0,89.6,6.4,,,,,,,,,,,,,,,,,,,
5297,*01cgr*,Aaron Hicks,OF,FA,32,412.35,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,
16403,*03a95*,Francisco Mejia,C,FA,26,413.15,85.7,3.2,0.23,0.345,0.285,0.296,0.115,,,,,,,,,,,,,51.0,85.7,3.2,,,,,,,,,,,,,,,,,,,
20391,*0414g*,Luis Garcia,2B,FA,21,413.53,,,0.24,0.365,0.278,0.274,0.124,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,
21501,*04nky*,Trevor Larnach,OF,lasmimis,24,413.63,,,0.209,0.372,0.304,0.31,0.163,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,
9803,*02h9r*,Miles Mikolas,SP,FA,33,414.08,,,,,,,,,,,,,,,,,,,,,,,0.264,0.43,0.326,4.57,,,,,,,,,,,,,45.0,56.0,66.0
15488,*02zoa*,Antonio Senzatela,SP,FA,26,414.11,,,,,,,,,,,,,,,,,,,,3.0,,,0.273,0.414,0.318,4.33,40.0,14.0,40.0,67.0,44.0,79.0,15.0,20.0,5.0,95.0,7.0,40.0,72.0,19.0,14.0
18383,*03pjf*,Mike Soroka,SP,METS,24,414.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18363,*03c65*,Victor Robles,OF,W (Mon),24,415.1,84.1,1.6,0.216,0.315,0.289,0.321,0.099,10.0,6.0,3.0,8.0,43.0,3.0,6.0,1.0,5.0,40.0,52.0,43.0,81.0,84.1,1.6,,,,,,,,,,,,,,,,,,,
12917,*0269b*,Dylan Bundy,SP,W (Sat),29,415.63,,,,,,,,,,,,,,,,,,,,,,,0.247,0.455,0.334,4.83,23.0,39.0,21.0,11.0,36.0,12.0,39.0,52.0,32.0,46.0,25.0,23.0,16.0,89.0,48.0
19599,*04esz*,Chas McCormick,OF,FA,26,418.46,,,0.223,0.423,0.31,0.293,0.2,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,
15009,*031bl*,Kyle Finnegan,RP,Canha Ge,30,420.06,,,,,,,,,,,,,,,,,,,,,,,0.218,0.356,0.294,3.65,69.0,76.0,75.0,70.0,47.0,54.0,48.0,45.0,47.0,15.0,41.0,69.0,83.0,12.0,
4806,*0008c*,Rich Hill,SP,Hit,41,421.13,,,,,,,,,,,,,,,,,,,,17.0,,,0.237,0.41,0.32,4.39,36.0,49.0,42.0,35.0,37.0,30.0,60.0,79.0,44.0,50.0,26.0,36.0,3.0,71.0,81.0
